Video ID number,main entry gloss label,entry/variant gloss label,occurrence label,start frame of video clip containing the sign (relative to full videos),end frame of video clip containing the sign (relative to full videos),start frame of the sign (relative to full videos),end frame of the sign (relative to full videos),Dominant start handshape,Non-dominant start handshape,Dominant end handshape,Non-dominant end handshape,full video file,sign type,Class Label
46,#DOG,#DOG,#DOG++,1027,1160,1077,1110,D,,baby-O,,ASL_2008_01_18_scene21-camera1.mov,Loan Signs,DOG
47,#DOG,#DOG,#DOG++,625,785,675,735,D,,G,,ASL_2007_05_24_scene11-camera1.mov,Loan Signs,DOG
207750,DOLLAR,DOLLAR,DOLLAR,2382,2497,2432,2447,crvd-B,B-L,A,B-L,ASL_2008_08_06_scene21-camera1.mov,Lexical Signs,DOLLAR
207751,DOLLAR,DOLLAR,DOLLAR,1214,1330,1264,1280,crvd-B,B-L,A,B-L,ASL_2011_06_08_Brady_scene37-camera1.mov,Lexical Signs,DOLLAR
2965,DOLLAR,DOLLAR,DOLLAR+,1450,1596,1500,1546,crvd-B,B-L,A,B-L,ASL_2008_01_18_scene21-camera1.mov,Lexical Signs,DOLLAR
2966,DOLLAR,DOLLAR,DOLLAR+,4530,4671,4580,4621,crvd-B,B-L,A,B-L,ASL_2008_05_29a_scene1-camera1.mov,Lexical Signs,DOLLAR
207752,DOLLAR,DOLLAR_2,DOLLAR_2,1466,1591,1516,1541,tight-C,B-L,flat-O,B-L,ASL_2011_06_08_Brady_scene37-camera1.mov,Lexical Signs,DOLLAR
2968,DOLLAR,DOLLAR_2,DOLLAR_2+,1645,1785,1695,1735,tight-C,B-L,flat-O,B-L,ASL_2008_01_18_scene21-camera1.mov,Lexical Signs,DOLLAR
2969,DOLLAR,DOLLAR_2,DOLLAR_2+,2606,2740,2656,2690,tight-C,B-L,flat-O,B-L,ASL_2008_08_06_scene21-camera1.mov,Lexical Signs,DOLLAR
2970,DON'T,DON'T,DON'T,395,526,445,476,B-L,B,B-L,B-L,ASL_2008_01_18_scene22-camera1.mov,Lexical Signs,DON'T
2971,DON'T,DON'T,DON'T,355,475,405,425,B-L,B,B-L,B-L,ASL_2008_08_06_scene22-camera1.mov,Lexical Signs,DON'T
2972,DON'T,DON'T,DON'T,360,478,410,428,B-L,B-L,B-L,B-L,ASL_2011_06_08_Brady_scene38-camera1.mov,Lexical Signs,DON'T
329,DONKEY,(2h)DONKEY,(2h)DONKEY++,6201,6348,6251,6298,B-L,B-L,bent-B-L,bent-B-L,ASL_2008_05_29a_scene1-camera1.mov,Lexical Signs,DONKEY
2973,DONKEY,DONKEY,DONKEY++,2498,2644,2548,2594,B-L,,bent-B-L,,ASL_2011_06_08_Brady_scene37-camera1.mov,Lexical Signs,DONKEY
621,DONUT,(R)DONUT,(R)DONUT,537,677,587,627,R,R,R,R,ASL_2008_01_18_scene23-camera1.mov,Lexical Signs,DONUT
622,DONUT,(R)DONUT,(R)DONUT,181,311,231,261,R,R,R,R,ASL_2008_08_06_scene23-camera1.mov,Lexical Signs,DONUT
623,DONUT,(R)DONUT,(R)DONUT,3781,3901,3831,3851,R,R,R,R,ASL_2011_06_14_Brady_scene6-camera1.mov,Lexical Signs,DONUT
2974,DONUT,DONUT,DONUT,221,355,271,305,D,D,D,D,ASL_2008_05_29a_scene3-camera1.mov,Lexical Signs,DONUT
2975,DOOR,DOOR,DOOR,489,641,539,591,B-xd,B-xd,B-xd,B-xd,ASL_2010_08_10_Liz_additional_lexicon_signs_scene2-camera1.mov,Lexical Signs,DOOR
2976,DOOR,DOOR,DOOR+,1096,1217,1146,1167,B,B,B,B,ASL_2011_06_14_Brady_scene6-camera1.mov,Lexical Signs,DOOR
2977,DOOR,DOOR,DOOR+,2729,2867,2779,2817,B,B,B,B,ASL_2006_10_10_scene7-camera1.mov,Lexical Signs,DOOR
2978,DOOR,DOOR,DOOR+,2930,3107,2980,3057,B-xd,B-xd,B-xd,B-xd,ASL_2007_05_24_scene11-camera1.mov,Lexical Signs,DOOR
2979,DOOR,DOOR-pl,DOOR-pl,645,815,695,765,B-xd,B-xd,B-xd,B-xd,ASL_2010_08_10_Liz_additional_lexicon_signs_scene2-camera1.mov,Lexical Signs,DOOR
2980,DOOR,DOOR-pl,DOOR-pl,1473,1614,1523,1564,B,B,B,B,ASL_2011_06_14_Brady_scene6-camera1.mov,Lexical Signs,DOOR
39825,DOOR+SQUARE,DOOR+SQUARE,DOOR+SQUARE,605,783,655,733,B,B,1,1,ASL_2008_05_12b_scene10-camera1.mov,Compound Signs,DOOR+SQUARE
173,DOORBELL,(1h)DOORBELL,(1h)DOORBELL+,2438,2558,2488,2508,A,,A,,ASL_2011_06_14_Brady_scene6-camera1.mov,Lexical Signs,DOORBELL
174,DOORBELL,(1h)DOORBELL,(1h)DOORBELL++,2470,2625,2520,2575,10,,10,,ASL_2008_05_29a_scene2-camera1.mov,Lexical Signs,DOORBELL
2981,DOORBELL,DOORBELL,DOORBELL+,1621,1756,1671,1706,10,B-L,10,B-L,ASL_2008_01_18_scene22-camera1.mov,Lexical Signs,DOORBELL
2982,DOORBELL,DOORBELL,DOORBELL+,1626,1757,1676,1707,10,B-L,10,B-L,ASL_2008_08_06_scene22-camera1.mov,Lexical Signs,DOORBELL
2983,DORM,DORM,DORM,1845,1975,1895,1925,D,,D,,ASL_2008_01_18_scene22-camera1.mov,Lexical Signs,DORM
2984,DORM,DORM,DORM,2856,2986,2906,2936,D,,D,,ASL_2008_05_29a_scene2-camera1.mov,Lexical Signs,DORM
2985,DORM,DORM,DORM,1867,1990,1917,1940,D,,D,,ASL_2008_08_06_scene22-camera1.mov,Lexical Signs,DORM
2986,DORM,DORM,DORM,2789,2914,2839,2864,D,,D,,ASL_2011_06_14_Brady_scene6-camera1.mov,Lexical Signs,DORM
2987,DOUBT,DOUBT,DOUBT+,190,325,240,275,V,,crvd-V,,ASL_2008_01_18_scene23-camera1.mov,Lexical Signs,DOUBT
2988,DOUBT,DOUBT,DOUBT+,2320,2440,2370,2390,V,,crvd-V,,ASL_2008_08_06_scene22-camera1.mov,Lexical Signs,DOUBT
2989,DOUBT,DOUBT,DOUBT+,3491,3612,3541,3562,crvd-V,,crvd-V,,ASL_2011_06_14_Brady_scene6-camera1.mov,Lexical Signs,DOUBT
2990,DOUBT,DOUBT,DOUBT+,2303,2434,2353,2384,V,,crvd-V,,ASL_2011_07_19_Brady_scene85-camera1.mov,Lexical Signs,DOUBT
2991,DOUBT,DOUBT,DOUBT++,1680,1830,1730,1780,V,,crvd-V,,ASL_2008_02_29_scene33-camera1.mov,Lexical Signs,DOUBT
2992,DOUBT,DOUBT,DOUBT++,3365,3490,3415,3440,V,,crvd-V,,ASL_2008_05_29a_scene2-camera1.mov,Lexical Signs,DOUBT
2993,DOWN,DOWN,DOWN,740,870,790,820,1,,1,,ASL_2008_01_18_scene23-camera1.mov,Lexical Signs,DOWN
2995,DOWN,DOWN,DOWN,557,685,607,635,1,,1,,ASL_2008_05_29a_scene3-camera1.mov,Lexical Signs,DOWN
2996,DOWN,DOWN,DOWN,415,541,465,491,1,,1,,ASL_2008_08_06_scene23-camera1.mov,Lexical Signs,DOWN
2998,DOWN,DOWN,DOWN,4029,4147,4079,4097,1,,1,,ASL_2011_06_14_Brady_scene6-camera1.mov,Lexical Signs,DOWN
207755,DOWN,DOWN,DOWN,1918,2033,1968,1983,1,,1,,ASL_2006_10_10_scene7-camera1.mov,Lexical Signs,DOWN
207756,DOWN,DOWN,DOWN,2081,2217,2131,2167,1,,1,,ASL_2007_05_24_scene11-camera1.mov,Lexical Signs,DOWN
2999,DOWN,DOWN,DOWN+,940,1081,990,1031,1,,1,,ASL_2008_01_18_scene23-camera1.mov,Lexical Signs,DOWN
3000,DOWN,DOWN,DOWN+,645,777,695,727,bent-1,,bent-1,,ASL_2008_08_06_scene23-camera1.mov,Lexical Signs,DOWN
3001,DOWN,DOWN,DOWN+,3965,4107,4015,4057,bent-1,,bent-1,,ASL_2011_07_22_Brady_scene41-camera1.mov,Lexical Signs,DOWN
3002,DOWN-TO-EARTH,DOWN-TO-EARTH,DOWN-TO-EARTH,2195,2318,2245,2268,A,,A,,ASL_2008_06_10_scene12-camera1.mov,Lexical Signs,DOWN-TO-EARTH
3003,DOWNSTAIRS,DOWNSTAIRS,DOWNSTAIRS,931,1080,981,1030,crvd-V,,crvd-V,,ASL_2008_02_29_scene43-camera1.mov,Lexical Signs,DOWNSTAIRS
3004,DOWNSTAIRS,DOWNSTAIRS,DOWNSTAIRS,915,1055,965,1005,crvd-V,,crvd-V,,ASL_2008_05_29a_scene3-camera1.mov,Lexical Signs,DOWNSTAIRS
3005,DOWNSTAIRS,DOWNSTAIRS,DOWNSTAIRS,1260,1403,1310,1353,crvd-V,,crvd-V,,ASL_2011_07_19_Brady_scene95-camera1.mov,Lexical Signs,DOWNSTAIRS
3006,DRAGON,DRAGON,DRAGON+,900,1045,950,995,A,,4,,ASL_2008_02_29_scene41-camera1.mov,Lexical Signs,DRAGON
3007,DREAM,DREAM,DREAM,2005,2141,2055,2091,1,,X,,ASL_2008_01_18_scene23-camera1.mov,Lexical Signs,DREAM
3008,DREAM,DREAM,DREAM,2545,2681,2595,2631,1,,X,,ASL_2008_05_29a_scene3-camera1.mov,Lexical Signs,DREAM
3009,DREAM,DREAM,DREAM,1895,2015,1945,1965,1,,X,,ASL_2008_08_06_scene23-camera1.mov,Lexical Signs,DREAM
207757,DREAM,DREAM,DREAM,717,856,767,806,1,,X,,ASL_2011_06_14_Brady_scene7-camera1.mov,Lexical Signs,DREAM
3013,DRESS/CLOTHES,DRESS/CLOTHES,DRESS/CLOTHES,225,347,275,297,5,5,5,5,ASL_2008_01_18_scene24-camera1.mov,Lexical Signs,DRESS/CLOTHES
3015,DRESS/CLOTHES,DRESS/CLOTHES,DRESS/CLOTHES,1460,1595,1510,1545,5,5,5,5,ASL_2008_01_18_scene24-camera1.mov,Lexical Signs,DRESS/CLOTHES
3016,DRESS/CLOTHES,DRESS/CLOTHES,DRESS/CLOTHES,2480,2610,2530,2560,5,5,5,5,ASL_2008_05_12a_scene29-camera1.mov,Lexical Signs,DRESS/CLOTHES
3018,DRESS/CLOTHES,DRESS/CLOTHES,DRESS/CLOTHES,2782,2911,2832,2861,5,5,5,5,ASL_2008_05_29a_scene3-camera1.mov,Lexical Signs,DRESS/CLOTHES
3019,DRESS/CLOTHES,DRESS/CLOTHES,DRESS/CLOTHES,3065,3190,3115,3140,5,5,5,5,ASL_2008_05_29a_scene3-camera1.mov,Lexical Signs,DRESS/CLOTHES
207702,DRESS/CLOTHES,DRESS/CLOTHES,DRESS/CLOTHES,1480,1606,1530,1556,5,5,5,5,ASL_2008_05_29a_scene4-camera1.mov,Lexical Signs,DRESS/CLOTHES
207703,DRESS/CLOTHES,DRESS/CLOTHES,DRESS/CLOTHES,1001,1135,1051,1085,5,5,5,5,ASL_2008_08_06_scene24-camera1.mov,Lexical Signs,DRESS/CLOTHES
207704,DRESS/CLOTHES,DRESS/CLOTHES,DRESS/CLOTHES,1280,1405,1330,1355,5,5,5,5,ASL_2011_06_14_Brady_scene7-camera1.mov,Lexical Signs,DRESS/CLOTHES
207705,DRESS/CLOTHES,DRESS/CLOTHES,DRESS/CLOTHES,193,308,243,258,5,5,5,5,ASL_2006_10_10_scene8-camera1.mov,Lexical Signs,DRESS/CLOTHES
207706,DRESS/CLOTHES,DRESS/CLOTHES,DRESS/CLOTHES,142,281,192,231,5,5,5,5,ASL_2007_05_24_scene12-camera1.mov,Lexical Signs,DRESS/CLOTHES
3021,DRESS/CLOTHES,DRESS/CLOTHES,DRESS/CLOTHES+,1295,1436,1345,1386,5,5,5,5,ASL_2008_01_11_scene81-camera1.mov,Lexical Signs,DRESS/CLOTHES
3022,DRESS/CLOTHES,DRESS/CLOTHES,DRESS/CLOTHES+,2235,2377,2285,2327,5,5,5,5,ASL_2008_01_18_scene23-camera1.mov,Lexical Signs,DRESS/CLOTHES
3023,DRESS/CLOTHES,DRESS/CLOTHES,DRESS/CLOTHES+,935,1091,985,1041,5,5,5,5,ASL_2008_01_18_scene24-camera1.mov,Lexical Signs,DRESS/CLOTHES
3024,DRESS/CLOTHES,DRESS/CLOTHES,DRESS/CLOTHES+,1812,1955,1862,1905,5,5,5,5,ASL_2008_08_04_scene50-camera1.mov,Lexical Signs,DRESS/CLOTHES
3025,DRESS/CLOTHES,DRESS/CLOTHES,DRESS/CLOTHES+,755,887,805,837,5,5,5,5,ASL_2008_08_06_scene24-camera1.mov,Lexical Signs,DRESS/CLOTHES
3026,DRESS/CLOTHES,DRESS/CLOTHES,DRESS/CLOTHES+,8455,8581,8505,8531,5,5,5,5,ASL_2011_06_08_Brady_scene28-camera1.mov,Lexical Signs,DRESS/CLOTHES
3027,DRESS/CLOTHES,DRESS/CLOTHES,DRESS/CLOTHES+,966,1094,1016,1044,5,5,5,5,ASL_2011_06_14_Brady_scene7-camera1.mov,Lexical Signs,DRESS/CLOTHES
3028,DRESS/CLOTHES,DRESS/CLOTHES,DRESS/CLOTHES++,1685,1830,1735,1780,5,5,5,5,ASL_2008_05_12a_scene48-camera1.mov,Lexical Signs,DRESS/CLOTHES
3029,DRESS/CLOTHES,DRESS/CLOTHES,DRESS/CLOTHES++,1082,1227,1132,1177,5,5,5,5,ASL_2008_05_29a_scene4-camera1.mov,Lexical Signs,DRESS/CLOTHES
662,DRESSER,(S)DRESSER,(S)DRESSER+,452,610,502,560,S,S,S,S,ASL_2008_01_18_scene24-camera1.mov,Lexical Signs,DRESSER
663,DRESSER,(S)DRESSER,(S)DRESSER+,217,360,267,310,S,S,S,S,ASL_2008_05_29a_scene4-camera1.mov,Lexical Signs,DRESSER
664,DRESSER,(S)DRESSER,(S)DRESSER+,257,436,307,386,S,S,S,S,ASL_2008_08_06_scene24-camera1.mov,Lexical Signs,DRESSER
665,DRESSER,(S)DRESSER,(S)DRESSER+,2142,2290,2192,2240,S,S,S,S,ASL_2011_06_14_Brady_scene7-camera1.mov,Lexical Signs,DRESSER
3030,DRESSER,DRESSER,DRESSER+,675,835,725,785,5-C-L,5-C-L,5-C-L,5-C-L,ASL_2008_01_18_scene24-camera1.mov,Lexical Signs,DRESSER
3031,DRESSER,DRESSER,DRESSER+,500,655,550,605,crvd-5,crvd-5,crvd-5,crvd-5,ASL_2008_08_06_scene24-camera1.mov,Lexical Signs,DRESSER
3032,DRESSER,DRESSER,DRESSER+,2593,2733,2643,2683,5-C-L,5-C-L,5-C-L,5-C-L,ASL_2011_06_14_Brady_scene7-camera1.mov,Lexical Signs,DRESSER
3033,DRIBBLE,DRIBBLE,DRIBBLE++,225,370,275,320,B-L,,B-L,,ASL_2008_01_11_scene52-camera1.mov,Lexical Signs,DRIBBLE
3034,DRIBBLE,DRIBBLE,DRIBBLE++,1220,1360,1270,1310,5,,5,,ASL_2008_05_12a_scene32-camera1.mov,Lexical Signs,DRIBBLE
3035,DRIBBLE,DRIBBLE,DRIBBLE++,2030,2195,2080,2145,B-L,,B-L,,ASL_2008_08_04_scene33-camera1.mov,Lexical Signs,DRIBBLE
3036,DRILL,DRILL,DRILL,2532,2696,2582,2646,L,B-L,L,B-L,ASL_2008_01_18_scene24-camera1.mov,Lexical Signs,DRILL
3037,DRILL,DRILL,DRILL,1261,1400,1311,1350,L,B-L,L,B-L,ASL_2008_08_06_scene24-camera1.mov,Lexical Signs,DRILL
3038,DRILL,DRILL,DRILL,3192,3319,3242,3269,L,B-L,L,B-L,ASL_2011_06_14_Brady_scene7-camera1.mov,Lexical Signs,DRILL
3039,DRILL,DRILL_2,DRILL_2,1875,2005,1925,1955,L,B-L,L,B-L,ASL_2008_05_29a_scene4-camera1.mov,Lexical Signs,DRILL
737,DRINK,(Y)DRINK,(Y)DRINK,878,1005,928,955,Y,,Y,,ASL_2008_08_04_scene8-camera1.mov,Lexical Signs,DRINK
2202,DRINK,COCKTAIL,COCKTAIL,165,292,215,242,crvd-L,,crvd-L,,ASL_2008_05_12a_scene49-camera1.mov,Lexical Signs,DRINK
207758,DRINK,COCKTAIL,COCKTAIL,11065,11185,11115,11135,L-X,,L-X,,ASL_2011_06_08_Brady_scene28-camera1.mov,Lexical Signs,DRINK
2203,DRINK,COCKTAIL,COCKTAIL++,2210,2351,2260,2301,crvd-L,,crvd-L,,ASL_2008_01_11_scene81-camera1.mov,Lexical Signs,DRINK
2204,DRINK,COCKTAIL,COCKTAIL++,170,297,220,247,crvd-L,,crvd-L,,ASL_2008_08_04_scene51-camera1.mov,Lexical Signs,DRINK
3040,DRINK,DRINK,DRINK,2830,2960,2880,2910,C,,C,,ASL_2008_01_18_scene24-camera1.mov,Lexical Signs,DRINK
3041,DRINK,DRINK,DRINK,2165,2290,2215,2240,C,,C,,ASL_2008_05_29a_scene4-camera1.mov,Lexical Signs,DRINK
3042,DRINK,DRINK,DRINK,1470,1592,1520,1542,C,,C,,ASL_2008_08_06_scene24-camera1.mov,Lexical Signs,DRINK
3043,DRINK,DRINK,DRINK,3567,3686,3617,3636,C,,C,,ASL_2011_06_14_Brady_scene7-camera1.mov,Lexical Signs,DRINK
3044,DRINK,DRINK,DRINK,2347,2455,2397,2405,C,,C,,ASL_2006_10_10_scene7-camera1.mov,Lexical Signs,DRINK
3045,DRINK,DRINK,DRINK,2528,2672,2578,2622,C,,C,,ASL_2007_05_24_scene11-camera1.mov,Lexical Signs,DRINK
175,DRIP,(1h)DRIP,(1h)DRIP,430,561,480,511,S,,1,,ASL_2008_01_18_scene25-camera1.mov,Lexical Signs,DRIP
177,DRIP,(1h)DRIP,(1h)DRIP,225,355,275,305,S,,1,,ASL_2008_08_06_scene25-camera1.mov,Lexical Signs,DRIP
178,DRIP,(1h)DRIP,(1h)DRIP,5245,5373,5295,5323,S,,1,,ASL_2011_06_14_Brady_scene7-camera1.mov,Lexical Signs,DRIP
207759,DRIP,(1h)DRIP,(1h)DRIP,1223,1340,1273,1290,S,,bent-1,,ASL_2011_07_22_Brady_scene42-camera1.mov,Lexical Signs,DRIP
179,DRIP,(1h)DRIP,(1h)DRIP+,2420,2567,2470,2517,S,,1,,ASL_2008_05_29a_scene4-camera1.mov,Lexical Signs,DRIP
285,DRIP,(2h)alt.DRIP,(2h)alt.DRIP+,2476,2617,2526,2567,cocked-S,S,1,1,ASL_2008_02_29_scene5-camera1.mov,Lexical Signs,DRIP
286,DRIP,(2h)alt.DRIP,(2h)alt.DRIP+,1550,1701,1600,1651,S,S,1,bent-1,ASL_2011_07_19_Brady_scene50-camera1.mov,Lexical Signs,DRIP
3046,DRIP,DRIP,DRIP++,3085,3260,3135,3210,S,flat-B,1,flat-B,ASL_2008_01_18_scene24-camera1.mov,Lexical Signs,DRIP
3047,DRIP,DRIP,DRIP++,386,545,436,495,S,flat-B,1,flat-B,ASL_2008_05_29a_scene5-camera1.mov,Lexical Signs,DRIP
3048,DRIP,DRIP,DRIP++,1756,1920,1806,1870,S,flat-B,1,flat-B,ASL_2008_08_06_scene24-camera1.mov,Lexical Signs,DRIP
3049,DRIP,DRIP,DRIP++,3895,4041,3945,3991,S,B-L,1,B-L,ASL_2011_06_14_Brady_scene7-camera1.mov,Lexical Signs,DRIP
3050,DRIVE,DRIVE,DRIVE,3560,3700,3610,3650,S,S,S,S,ASL_2008_01_18_scene24-camera1.mov,Lexical Signs,DRIVE
3051,DRIVE,DRIVE,DRIVE,3417,3545,3467,3495,S,S,S,S,ASL_2008_05_29a_scene4-camera1.mov,Lexical Signs,DRIVE
3052,DRIVE,DRIVE,DRIVE,2415,2550,2465,2500,S,S,S,S,ASL_2008_08_06_scene24-camera1.mov,Lexical Signs,DRIVE
3053,DRIVE,DRIVE,DRIVE,4437,4554,4487,4504,S,S,S,S,ASL_2011_06_14_Brady_scene7-camera1.mov,Lexical Signs,DRIVE
3054,DRIVE,DRIVE-AROUND,DRIVE-AROUND+,2712,2857,2762,2807,S,S,S,S,ASL_2008_05_29a_scene4-camera1.mov,Lexical Signs,DRIVE
3057,DROOL,DROOL,DROOL,2500,2666,2550,2616,4,,4,,ASL_2010_08_10_Liz_additional_lexicon_signs_scene12-camera1.mov,Lexical Signs,DROOL
3058,DROOL,DROOL_2,DROOL_2,4693,4821,4743,4771,4,,4,,ASL_2011_06_14_Brady_scene7-camera1.mov,Lexical Signs,DROOL
180,DROP,(1h)DROP,(1h)DROP,3725,3855,3775,3805,S,,5,,ASL_2008_05_29a_scene4-camera1.mov,Lexical Signs,DROP
3059,DROP,DROP,DROP,235,360,285,310,S,S,5,5,ASL_2008_01_18_scene25-camera1.mov,Lexical Signs,DROP
3060,DROP,DROP,DROP,665,820,715,770,flat-O,flat-O,5,5,ASL_2008_02_29_scene3-camera1.mov,Lexical Signs,DROP
3061,DROP,DROP,DROP,2690,2805,2740,2755,S,S,5,5,ASL_2008_08_06_scene24-camera1.mov,Lexical Signs,DROP
3062,DROP,DROP,DROP,4967,5087,5017,5037,S,S,5,5,ASL_2011_06_14_Brady_scene7-camera1.mov,Lexical Signs,DROP
3063,DROP,DROP,DROP,5678,5795,5728,5745,flat-O,flat-O,5,5,ASL_2011_07_19_Brady_scene47-camera1.mov,Lexical Signs,DROP
3064,DROP,DROP,DROP,5902,6016,5952,5966,S,S,5,5,ASL_2011_07_19_Brady_scene47-camera1.mov,Lexical Signs,DROP
703,DROWN,(V)DROWN,(V)DROWN,635,776,685,726,V,5,V,5,ASL_2008_01_18_scene25-camera1.mov,Lexical Signs,DROWN
704,DROWN,(V)DROWN,(V)DROWN,772,890,822,840,V,5,V,5,ASL_2008_08_06_scene25-camera1.mov,Lexical Signs,DROWN
3065,DROWN,DROWN,DROWN,905,1031,955,981,10,B-L,10,B-L,ASL_2008_01_18_scene25-camera1.mov,Lexical Signs,DROWN
3066,DROWN,DROWN,DROWN,925,1075,975,1025,10,B-L,10,B-L,ASL_2008_05_29a_scene5-camera1.mov,Lexical Signs,DROWN
3067,DROWN,DROWN,DROWN,1145,1285,1195,1235,10,B-L,10,B-L,ASL_2008_08_06_scene25-camera1.mov,Lexical Signs,DROWN
3068,DROWN,DROWN,DROWN,5603,5721,5653,5671,10,B-L,10,B-L,ASL_2011_06_14_Brady_scene7-camera1.mov,Lexical Signs,DROWN
207818,DRUGS,DRUGS,DRUGS,1535,1660,1585,1610,10,,10,,ASL_2008_08_06_scene25-camera1.mov,Lexical Signs,DRUGS
3070,DRUGS,DRUGS,DRUGS+,6360,6489,6410,6439,10,,10,,ASL_2011_06_14_Brady_scene7-camera1.mov,Lexical Signs,DRUGS
3071,DRUGS,DRUGS,DRUGS++,1115,1270,1165,1220,10,,10,,ASL_2008_01_18_scene25-camera1.mov,Lexical Signs,DRUGS
3072,DRUGS,DRUGS,DRUGS++,1865,2010,1915,1960,S,,S,,ASL_2008_05_29a_scene5-camera1.mov,Lexical Signs,DRUGS
3073,DRUMS,DRUMS,DRUMS+,1552,1705,1602,1655,A,A,A,A,ASL_2008_01_18_scene25-camera1.mov,Lexical Signs,DRUMS
3074,DRUMS,DRUMS,DRUMS+,7906,8050,7956,8000,X-over-thumb,X-over-thumb,X-over-thumb,X-over-thumb,ASL_2011_06_14_Brady_scene7-camera1.mov,Lexical Signs,DRUMS
3075,DRUMS,DRUMS,DRUMS++,2385,2530,2435,2480,X-over-thumb,X-over-thumb,X-over-thumb,X-over-thumb,ASL_2008_08_06_scene25-camera1.mov,Lexical Signs,DRUMS
3076,DRUMS,DRUMS,DRUMS+++,2461,2615,2511,2565,X-over-thumb,X-over-thumb,X-over-thumb,X-over-thumb,ASL_2008_05_29a_scene5-camera1.mov,Lexical Signs,DRUMS
3077,DRUNK,DRUNK,DRUNK,1760,1887,1810,1837,A,,A,,ASL_2008_01_18_scene25-camera1.mov,Lexical Signs,DRUNK
3078,DRUNK,DRUNK,DRUNK,711,835,761,785,10,,10,,ASL_2008_05_12a_scene9-camera1.mov,Lexical Signs,DRUNK
3079,DRUNK,DRUNK,DRUNK,2660,2791,2710,2741,10,,10,,ASL_2008_05_29a_scene5-camera1.mov,Lexical Signs,DRUNK
3080,DRUNK,DRUNK,DRUNK,2630,2770,2680,2720,10,,10,,ASL_2008_08_06_scene25-camera1.mov,Lexical Signs,DRUNK
3081,DRUNK,DRUNK,DRUNK,7000,7122,7050,7072,A,,A,,ASL_2011_06_14_Brady_scene7-camera1.mov,Lexical Signs,DRUNK
3082,DRUNK,DRUNK,DRUNK,2601,2720,2651,2670,10,,10,,ASL_2006_10_10_scene7-camera1.mov,Lexical Signs,DRUNK
3083,DRUNK,DRUNK,DRUNK,2801,2931,2851,2881,10,,10,,ASL_2007_05_24_scene11-camera1.mov,Lexical Signs,DRUNK
3084,DRY,DRY,DRY,1985,2130,2035,2080,1,,X,,ASL_2008_01_18_scene25-camera1.mov,Lexical Signs,DRY
3086,DRY,DRY,DRY,2880,3021,2930,2971,1,,X,,ASL_2008_05_29a_scene5-camera1.mov,Lexical Signs,DRY
3088,DRY,DRY,DRY,2846,2990,2896,2940,1,,X,,ASL_2008_08_06_scene25-camera1.mov,Lexical Signs,DRY
207762,DRY,DRY,DRY,350,473,400,423,1,,S,,ASL_2011_06_14_Brady_scene8-camera1.mov,Lexical Signs,DRY
207763,DRY,DRY,DRY,310,466,360,416,1,,X,,ASL_2006_10_10_scene8-camera1.mov,Lexical Signs,DRY
207764,DRY,DRY,DRY,273,430,323,380,1,,X,,ASL_2007_05_24_scene12-camera1.mov,Lexical Signs,DRY
3090,DRY,DRY,DRY+,215,348,265,298,D,,X,,ASL_2008_01_18_scene26-camera1.mov,Lexical Signs,DRY
3091,DRY,DRY,DRY+,3491,3615,3541,3565,1,,X,,ASL_2008_08_06_scene25-camera1.mov,Lexical Signs,DRY
3092,DRY,DRY,DRY++,4250,4405,4300,4355,1,,X,,ASL_2008_05_29a_scene5-camera1.mov,Lexical Signs,DRY
3093,DRY-CEREAL,DRY-CEREAL,DRY-CEREAL+,481,642,531,592,1,,X,,ASL_2010_08_10_Liz_additional_lexicon_signs_scene12-camera1.mov,Lexical Signs,DRY-CEREAL
3094,DRY-CEREAL,DRY-CEREAL,DRY-CEREAL+,5054,5185,5104,5135,1,,X,,ASL_2011_06_08_Brady_scene26-camera1.mov,Lexical Signs,DRY-CEREAL
39842,DRY+(nd-C)SPIN,DRY+(nd-C)SPIN,DRY+(nd-C)SPIN,2340,2542,2390,2492,1,,1,C,ASL_2008_01_18_scene25-camera1.mov,Compound Signs,DRY+(nd-C)SPIN
39843,DRY+(nd-C)SPIN,DRY+(nd-C)SPIN,DRY+(nd-C)SPIN,3207,3380,3257,3330,1,,1,crvd-5,ASL_2008_08_06_scene25-camera1.mov,Compound Signs,DRY+(nd-C)SPIN
39844,DRY+(nd-C)SPIN,DRY+(nd-C)SPIN,DRY++(nd-C)SPIN,819,962,869,912,1,,1,crvd-B,ASL_2011_06_14_Brady_scene8-camera1.mov,Compound Signs,DRY+(nd-C)SPIN
39841,DRY+(1h)AREA,DRY+(1h)AREA,DRY+(1h)AREA,1010,1167,1060,1117,1,,5,,ASL_2008_08_06_scene15-camera1.mov,Compound Signs,DRY+AREA
39846,DRY+AREA,DRY+AREA,DRY+AREA,1053,1220,1103,1170,1,,5,5,ASL_2008_01_18_scene15-camera1.mov,Compound Signs,DRY+AREA
39847,DRY+AREA,DRY+AREA,DRY+AREA,260,401,310,351,1,,5,5,ASL_2011_06_14_Brady_scene4-camera1.mov,Compound Signs,DRY+AREA
39848,DRY+AREA_2,DRY+AREA_2,DRY+AREA_2,787,953,837,903,1,,5,5,ASL_2008_05_12b_scene15-camera1.mov,Compound Signs,DRY+AREA
